start,eind,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
19-10-2019 14:00:00,19-10-2019 14:30:00,Geheimschrift,Geheimschrift,Klimtoren,Klimtoren,JOTI,JOTI,Radio,JOTA,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,TV,TV,TV,TV,JOTI,JOTI,Radio,JOTA,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes
19-10-2019 14:30:00,19-10-2019 15:00:00,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,TV,TV,TV,TV,JOTA,Radio,JOTI,JOTI,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Klimtoren,Klimtoren,Geheimschrift,Geheimschrift,JOTA,Radio,JOTI,JOTI
19-10-2019 15:00:00,19-10-2019 15:30:00,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,TV,TV,TV,TV,Radio,JOTA,JOTI,JOTI,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Geheimschrift,Geheimschrift,Klimtoren,Klimtoren,Radio,JOTA,JOTI,JOTI
19-10-2019 15:30:00,19-10-2019 16:00:00,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Klimtoren,Klimtoren,Geheimschrift,Geheimschrift,JOTI,JOTI,JOTA,Radio,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,TV,TV,TV,TV,JOTI,JOTI,JOTA,Radio
19-10-2019 16:00:00,19-10-2019 16:30:00,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Geheimschrift,Geheimschrift,Klimtoren,Klimtoren,JOTI,JOTI,Radio,JOTA,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,TV,TV,TV,TV,JOTI,JOTI,Radio,JOTA
19-10-2019 16:30:00,19-10-2019 17:30:00,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten
19-10-2019 17:30:00,19-10-2019 18:00:00,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen
19-10-2019 18:00:00,19-10-2019 19:15:00,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel
19-10-2019 19:15:00,19-10-2019 20:30:00,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel
19-10-2019 20:30:00,19-10-2019 22:00:00,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur
19-10-2019 22:00:00,19-10-2019 23:00:00,"Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed"
19-10-2019 23:00:00,20-10-2019 08:00:00,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen
20-10-2019 08:00:00,20-10-2019 08:30:00,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan
20-10-2019 08:30:00,20-10-2019 09:00:00,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen
20-10-2019 09:00:00,20-10-2019 09:30:00,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt
20-10-2019 09:30:00,20-10-2019 10:00:00,Tocht van HIER naar GINDER,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR
20-10-2019 10:00:00,20-10-2019 11:00:00,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1
20-10-2019 11:00:00,20-10-2019 12:00:00,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2
20-10-2019 12:00:00,20-10-2019 12:30:00,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch
20-10-2019 12:30:00,20-10-2019 13:30:00,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3
20-10-2019 13:30:00,20-10-2019 14:30:00,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4
20-10-2019 14:30:00,20-10-2019 15:00:00,Tocht van GINDER naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER
20-10-2019 15:00:00,20-10-2019 15:15:00,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting
20-10-2019 15:15:00,20-10-20 09:30:00,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar,Tot volgend jaar
