start,eind,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
19-10-2014 9:30,19-10-2014 10:30,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,,,,
19-10-2014 10:30,19-10-2014 11:00,Joti,Flessenspel,Jota,Flessenspel,Walkie-talkie,Radio,Joti,Flessenspel,Jota,Flessenspel,Walkie-talkie,Radio,Joti,Flessenspel,Jota,Flessenspel,Walkie-talkie,Radio,Joti,Flessenspel,,,,
19-10-2014 11:00,19-10-2014 11:30,Radio,Flessenspel,Walkie-talkie,Flessenspel,Jota,Joti,Radio,Flessenspel,Walkie-talkie,Flessenspel,Jota,Joti,Radio,Flessenspel,Walkie-talkie,Flessenspel,Jota,Joti,Radio,Flessenspel,,,,
19-10-2014 11:30,19-10-2014 12:00,Jota,Joti,Flessenspel,Radio,Flessenspel,Walkie-talkie,Jota,Joti,Flessenspel,Radio,Flessenspel,Walkie-talkie,Jota,Joti,Flessenspel,Radio,Flessenspel,Walkie-talkie,Jota,Radio,,,,
19-10-2014 12:00,19-10-2014 12:30,Walkie-talkie,Radio,Flessenspel,Joti,Flessenspel,Jota,Walkie-talkie,Radio,Flessenspel,Joti,Flessenspel,Jota,Walkie-talkie,Radio,Flessenspel,Joti,Flessenspel,Jota,Walkie-talkie,Joti,,,,
19-10-2014 12:30,19-10-2014 13:00,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,,,,
19-10-2014 13:00,19-10-2014 13:30,Flessenspel,Jota,Joti,Walkie-talkie,Radio,Flessenspel,Flessenspel,Jota,Joti,Walkie-talkie,Radio,Flessenspel,Flessenspel,Jota,Joti,Walkie-talkie,Radio,Flessenspel,Flessenspel,Walkie-talkie,,,,
19-10-2014 13:30,19-10-2014 14:00,Flessenspel,Walkie-talkie,Radio,Jota,Joti,Flessenspel,Flessenspel,Walkie-talkie,Radio,Jota,Joti,Flessenspel,Flessenspel,Walkie-talkie,Radio,Jota,Joti,Flessenspel,Flessenspel,Jota,,,,
19-10-2014 14:00,19-10-2014 15:10,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,,,,
19-10-2014 15:10,19-10-2014 15:30,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,,,,
